gene,log2FoldChange,padj,direction,diagnosis
CDC42EP2,0.6173237984035791,0.0041462021515608,up_in_disease,Secondary_progressive_multiple_sclerosis
CDHR1,-1.014220291224302,0.0245319064693877,up_in_healthy,Secondary_progressive_multiple_sclerosis
CDRT15,-0.7346152482206434,0.0033880275766006,up_in_healthy,Secondary_progressive_multiple_sclerosis
CEACAM6,1.2466591661589943,0.0343982685164559,up_in_disease,Secondary_progressive_multiple_sclerosis
CEACAM8,1.1558928073190102,0.0329784188159931,up_in_disease,Secondary_progressive_multiple_sclerosis
CFD,1.1116557511426148,0.0364025228868753,up_in_disease,Secondary_progressive_multiple_sclerosis
CHI3L1,0.6270280734004163,0.0468633645278918,up_in_disease,Secondary_progressive_multiple_sclerosis
CKLF,0.5842753105428633,0.0012386538457373,up_in_disease,Secondary_progressive_multiple_sclerosis
CLEC11A,0.9564446739769824,0.0325710646730069,up_in_disease,Secondary_progressive_multiple_sclerosis
CLEC4D,0.8746813469577016,0.0112824603133149,up_in_disease,Secondary_progressive_multiple_sclerosis
CLEC4E,0.8265735198983646,0.0022799485348937,up_in_disease,Secondary_progressive_multiple_sclerosis
CLEC4F,-2.110613376422004,0.0083698704526387,up_in_healthy,Secondary_progressive_multiple_sclerosis
CLTCL1,0.6159018835177054,0.0312654054206549,up_in_disease,Secondary_progressive_multiple_sclerosis
COCH,-0.6037297515448807,0.0190217928532635,up_in_healthy,Secondary_progressive_multiple_sclerosis
COL5A2,-2.8609466357530597,0.001746549788729,up_in_healthy,Secondary_progressive_multiple_sclerosis
CPA3,0.7014331854221865,0.0198112459171982,up_in_disease,Secondary_progressive_multiple_sclerosis
CRISP3,1.519191993793268,0.0096983341777595,up_in_disease,Secondary_progressive_multiple_sclerosis
CRISPLD2,0.6285324705950049,0.0466949405604625,up_in_disease,Secondary_progressive_multiple_sclerosis
CSTA,0.6455182693301501,0.0037579674283944,up_in_disease,Secondary_progressive_multiple_sclerosis
CTSG,1.4538978547656003,0.0477341314463429,up_in_disease,Secondary_progressive_multiple_sclerosis
CXCL1,0.6611469329332835,0.0150775338028634,up_in_disease,Secondary_progressive_multiple_sclerosis
CXCL6,0.710687096680145,0.0189683137328103,up_in_disease,Secondary_progressive_multiple_sclerosis
CXCL8,0.7680732493101635,0.0187231827243062,up_in_disease,Secondary_progressive_multiple_sclerosis
CYP4F3,0.6103282384111419,0.0077580994246999,up_in_disease,Secondary_progressive_multiple_sclerosis
CYSTM1,0.5990037100167069,0.0194832450684774,up_in_disease,Secondary_progressive_multiple_sclerosis
DAAM2,1.5289141730244444,0.0222753845775876,up_in_disease,Secondary_progressive_multiple_sclerosis
DCLK3,-0.5837269513994957,0.0102190977076851,up_in_healthy,Secondary_progressive_multiple_sclerosis
DHRS7B,0.6232278506185928,0.0153437699216597,up_in_disease,Secondary_progressive_multiple_sclerosis
DOK6,-0.7123486346345241,0.0079838701538833,up_in_healthy,Secondary_progressive_multiple_sclerosis
ELF5,-0.7544450645820489,0.0024120186666324,up_in_healthy,Secondary_progressive_multiple_sclerosis
ELOVL4,-0.7573678861966379,0.0391170772537928,up_in_healthy,Secondary_progressive_multiple_sclerosis
EPHA5,-0.688905064412127,0.0349461781872638,up_in_healthy,Secondary_progressive_multiple_sclerosis
EPHB4,0.641290931212563,0.046618286161603,up_in_disease,Secondary_progressive_multiple_sclerosis
FAM53C,0.6067627572762659,0.0017857889160145,up_in_disease,Secondary_progressive_multiple_sclerosis
FCAR,0.7265905975890924,0.0010561287119061,up_in_disease,Secondary_progressive_multiple_sclerosis
FILIP1L,-0.6560682307281973,0.00419115918822,up_in_healthy,Secondary_progressive_multiple_sclerosis
FPR1,0.6814500310796164,0.0029718091214998,up_in_disease,Secondary_progressive_multiple_sclerosis
FPR2,0.6677278593254379,0.0357213999149357,up_in_disease,Secondary_progressive_multiple_sclerosis
FST,-1.77347879673702,0.0039111421434391,up_in_healthy,Secondary_progressive_multiple_sclerosis
GABARAPL1,0.6298846479459997,0.0025938897032338,up_in_disease,Secondary_progressive_multiple_sclerosis
GJB7,-0.6909195170530011,0.0037557390489238,up_in_healthy,Secondary_progressive_multiple_sclerosis
GLUL,0.6668708593944137,0.001746549788729,up_in_disease,Secondary_progressive_multiple_sclerosis
GPR135,-0.6793327363408264,0.0063254627241041,up_in_healthy,Secondary_progressive_multiple_sclerosis
GPR52,-0.7247575324866565,0.0023536514733692,up_in_healthy,Secondary_progressive_multiple_sclerosis
GRAMD3,-0.5886415232590805,0.0218123935111252,up_in_healthy,Secondary_progressive_multiple_sclerosis
HAS1,0.9604864582026552,0.016188233829277,up_in_disease,Secondary_progressive_multiple_sclerosis
HBG2,1.5658200969474991,0.0412616813605214,up_in_disease,Secondary_progressive_multiple_sclerosis
HIVEP3,-0.8299312987777197,0.0045632730666292,up_in_healthy,Secondary_progressive_multiple_sclerosis
HOXA2,0.9168640126570794,0.0383586815100035,up_in_disease,Secondary_progressive_multiple_sclerosis
HP,1.3087309075806195,0.0496703880190128,up_in_disease,Secondary_progressive_multiple_sclerosis
HTR2B,-0.6642294690313401,0.0126197843412691,up_in_healthy,Secondary_progressive_multiple_sclerosis
IL12RB2,-0.7002837138376755,0.0062878699046169,up_in_healthy,Secondary_progressive_multiple_sclerosis
IL18RAP,0.8101664057589932,0.0019397728146146,up_in_disease,Secondary_progressive_multiple_sclerosis
IL1R2,0.6708951228346652,0.0126267109189809,up_in_disease,Secondary_progressive_multiple_sclerosis
INHBB,0.9393546751033026,0.0347988210792935,up_in_disease,Secondary_progressive_multiple_sclerosis
IRF9,0.6592241625490463,0.0020553727738427,up_in_disease,Secondary_progressive_multiple_sclerosis
KAZN,0.7196706124616388,0.0406117812041853,up_in_disease,Secondary_progressive_multiple_sclerosis
KCNJ15,0.6097315884356602,0.016640205439645,up_in_disease,Secondary_progressive_multiple_sclerosis
KCNQ5,-0.6532960883675509,0.0080900478682678,up_in_healthy,Secondary_progressive_multiple_sclerosis
KLHDC8B,0.5937893331258575,0.0407174243330374,up_in_disease,Secondary_progressive_multiple_sclerosis
KLHL32,-0.6485263346624259,0.00445807054033,up_in_healthy,Secondary_progressive_multiple_sclerosis
KLRC4-KLRK1,-0.934888729630544,0.0179733909468042,up_in_healthy,Secondary_progressive_multiple_sclerosis
KREMEN1,0.6952857847990823,0.0402856980775619,up_in_disease,Secondary_progressive_multiple_sclerosis
LAMA2,-0.8453217774651874,0.0041462021515608,up_in_healthy,Secondary_progressive_multiple_sclerosis
LMOD2,-1.261908147866914,0.0055170991507344,up_in_healthy,Secondary_progressive_multiple_sclerosis
LRP3,0.6214593537996271,0.0079367821296395,up_in_disease,Secondary_progressive_multiple_sclerosis
LRRC7,-1.816839571345929,0.0017056082666322,up_in_healthy,Secondary_progressive_multiple_sclerosis
MADCAM1,0.740737951139059,0.0175875180777883,up_in_disease,Secondary_progressive_multiple_sclerosis
MAFF,0.7375032553011098,0.0097914139274759,up_in_disease,Secondary_progressive_multiple_sclerosis
METTL21C,-0.8313452240984692,0.0201630108089852,up_in_healthy,Secondary_progressive_multiple_sclerosis
MMP9,1.0161720623916757,0.0148259485409524,up_in_disease,Secondary_progressive_multiple_sclerosis
MS4A3,1.3761882379798225,0.0010561287119061,up_in_disease,Secondary_progressive_multiple_sclerosis
NAMPT,0.5971894121314358,0.0121955687124828,up_in_disease,Secondary_progressive_multiple_sclerosis
NCAPG2,-0.6618884042413347,0.0413764965608079,up_in_healthy,Secondary_progressive_multiple_sclerosis
NEIL3,0.5939025700126427,0.0083698704526387,up_in_disease,Secondary_progressive_multiple_sclerosis
NFAM1,0.5997253948165434,0.0016447221682451,up_in_disease,Secondary_progressive_multiple_sclerosis
OMD,-1.0678402224271857,0.0325710646730069,up_in_healthy,Secondary_progressive_multiple_sclerosis
OTX1,0.8267262239950108,0.0287362011961097,up_in_disease,Secondary_progressive_multiple_sclerosis
PADI4,0.6667894435347527,0.0126267109189809,up_in_disease,Secondary_progressive_multiple_sclerosis
PAPPA,-0.6687727542298553,0.0456072345908857,up_in_healthy,Secondary_progressive_multiple_sclerosis
PCTP,0.6239478746927454,0.0004398799517919,up_in_disease,Secondary_progressive_multiple_sclerosis
PEG10,-0.9213599318420994,0.0462672326652588,up_in_healthy,Secondary_progressive_multiple_sclerosis
PEX5L,-0.8125863855065018,0.0040203391595015,up_in_healthy,Secondary_progressive_multiple_sclerosis
PGLYRP1,0.8484889944768134,0.0131914017910881,up_in_disease,Secondary_progressive_multiple_sclerosis
PHC2,0.5934069707199394,0.0028015746952466,up_in_disease,Secondary_progressive_multiple_sclerosis
PHF24,0.9316668857084464,0.0394283102012596,up_in_disease,Secondary_progressive_multiple_sclerosis
PHOSPHO2,-0.7398565712098893,0.01169766448416,up_in_healthy,Secondary_progressive_multiple_sclerosis
PLAUR,0.7670624129047532,0.0004298964407222,up_in_disease,Secondary_progressive_multiple_sclerosis
PLP2,0.6065513260201928,0.0151734837183499,up_in_disease,Secondary_progressive_multiple_sclerosis
PRAP1,0.7150507909682732,0.0102018334164899,up_in_disease,Secondary_progressive_multiple_sclerosis
PTPN13,-0.6009564659373793,0.020622643834662,up_in_healthy,Secondary_progressive_multiple_sclerosis
PTPRM,-0.9197230288540305,0.0111197478515501,up_in_healthy,Secondary_progressive_multiple_sclerosis
PTPRN2,0.6924008053692602,0.0268332601278443,up_in_disease,Secondary_progressive_multiple_sclerosis
PVRL2,-0.9917467368719126,0.0468768242285227,up_in_healthy,Secondary_progressive_multiple_sclerosis
QPCT,0.7783754956284897,0.00445807054033,up_in_disease,Secondary_progressive_multiple_sclerosis
RAB13,0.610182035327723,0.0013653796573711,up_in_disease,Secondary_progressive_multiple_sclerosis
RAB20,0.7576724832740973,0.020488374066607,up_in_disease,Secondary_progressive_multiple_sclerosis
RGS2,0.689557976105303,0.0187555003088337,up_in_disease,Secondary_progressive_multiple_sclerosis
RRP12,0.6545584983600177,0.0148571881249313,up_in_disease,Secondary_progressive_multiple_sclerosis
RTN2,0.6362216008611583,0.0424604486819529,up_in_disease,Secondary_progressive_multiple_sclerosis
S100A12,0.8605252325000171,0.0190767749512231,up_in_disease,Secondary_progressive_multiple_sclerosis
S100A8,0.7364786924677549,0.0022799485348937,up_in_disease,Secondary_progressive_multiple_sclerosis
S100A9,0.7581567029166808,0.0013653796573711,up_in_disease,Secondary_progressive_multiple_sclerosis
SAMSN1,0.6244221200481873,0.0103331699662256,up_in_disease,Secondary_progressive_multiple_sclerosis
SCARB1,-0.6528981562383881,0.0260215751637218,up_in_healthy,Secondary_progressive_multiple_sclerosis
SCNN1A,0.6652685237993108,0.0048992690694465,up_in_disease,Secondary_progressive_multiple_sclerosis
SECTM1,0.5917811827061114,0.0021697630278288,up_in_disease,Secondary_progressive_multiple_sclerosis
SEPT3,-0.988755441686962,0.0408999636400841,up_in_healthy,Secondary_progressive_multiple_sclerosis
SERPINB10,0.8900956753502262,0.0436018018356828,up_in_disease,Secondary_progressive_multiple_sclerosis
SGCD,-1.2396023232939608,0.0381885039466488,up_in_healthy,Secondary_progressive_multiple_sclerosis
SGCE,-0.7541060700023163,0.0437535250359601,up_in_healthy,Secondary_progressive_multiple_sclerosis
SHB,-0.680996232283234,0.0454112677846392,up_in_healthy,Secondary_progressive_multiple_sclerosis
SIGLEC6,-0.6571013703499361,0.0468633645278918,up_in_healthy,Secondary_progressive_multiple_sclerosis
SLC2A12,-0.7973744654114918,0.0322730166590887,up_in_healthy,Secondary_progressive_multiple_sclerosis
SLC4A10,-1.4906914729422052,0.0136541044177861,up_in_healthy,Secondary_progressive_multiple_sclerosis
SPATA20,0.6626620953870068,0.0212813191755194,up_in_disease,Secondary_progressive_multiple_sclerosis
SPATA2L,0.7029599140566454,0.0011200262244737,up_in_disease,Secondary_progressive_multiple_sclerosis
SPDYE6,-0.6588630133074859,0.0242612490928623,up_in_healthy,Secondary_progressive_multiple_sclerosis
SPON1,-0.615305417756215,0.0399865636885194,up_in_healthy,Secondary_progressive_multiple_sclerosis
SRGN,0.5870069979000505,0.0038097849488984,up_in_disease,Secondary_progressive_multiple_sclerosis
SRXN1,0.774662767303725,0.0087444685765843,up_in_disease,Secondary_progressive_multiple_sclerosis
STEAP3,-0.5889250013047365,0.0215900738973486,up_in_healthy,Secondary_progressive_multiple_sclerosis
TAS1R1,-1.0262065724689164,0.0287684673593684,up_in_healthy,Secondary_progressive_multiple_sclerosis
TAS2R19,-0.5871336569643049,0.001746549788729,up_in_healthy,Secondary_progressive_multiple_sclerosis
TCN1,1.0350829901059615,0.0103959499934378,up_in_disease,Secondary_progressive_multiple_sclerosis
TENM1,-0.6314289155084855,0.0198112459171982,up_in_healthy,Secondary_progressive_multiple_sclerosis
TMED6,-0.6883731253185017,0.0117969321165962,up_in_healthy,Secondary_progressive_multiple_sclerosis
TNFAIP6,0.771349790968022,0.0081744241699971,up_in_disease,Secondary_progressive_multiple_sclerosis
TNFRSF10C,0.6572064087752282,0.0332273794938213,up_in_disease,Secondary_progressive_multiple_sclerosis
TNFRSF12A,0.8320674966369191,0.0010561287119061,up_in_disease,Secondary_progressive_multiple_sclerosis
TNNI2,0.5947793637929868,0.0131022170968568,up_in_disease,Secondary_progressive_multiple_sclerosis
TPST1,0.7905130767427347,0.0255577710913991,up_in_disease,Secondary_progressive_multiple_sclerosis
TRAJ14,-0.5806395645187292,0.0352659171775598,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRAJ22,-0.669094689493185,0.0039287242936297,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRAJ28,-0.6562052481381617,0.02750826083026,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRAJ40,-0.6511093398884498,0.0490104325112849,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRGV1,-0.7504422957441276,0.0435519091316415,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRGV4,-0.781136305646154,0.0069854359144113,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRGV5,-0.5882045070381992,0.0246121630572542,up_in_healthy,Secondary_progressive_multiple_sclerosis
TRIM45,-0.7108459260735395,0.020941962368228,up_in_healthy,Secondary_progressive_multiple_sclerosis
VNN2,0.7494562643036476,0.0399865636885194,up_in_disease,Secondary_progressive_multiple_sclerosis
VNN3,0.7376432012375864,0.0175205270594926,up_in_disease,Secondary_progressive_multiple_sclerosis
XCR1,-0.687582455101267,0.0286940744869753,up_in_healthy,Secondary_progressive_multiple_sclerosis
YBEY,0.6060132243948193,0.0435519091316415,up_in_disease,Secondary_progressive_multiple_sclerosis
ZBTB32,0.6541058813414241,0.0392748263028468,up_in_disease,Secondary_progressive_multiple_sclerosis
ZNF185,0.5935452783090392,0.0336305291824287,up_in_disease,Secondary_progressive_multiple_sclerosis
ZNF781,-0.6211060425544253,0.0170021269920923,up_in_healthy,Secondary_progressive_multiple_sclerosis
AC012314.10,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.12,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.13,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.16,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.18,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.28,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC012314.7,1.0051192891773897,0.0033741806391247,up_in_disease,Juvenile_idiopathic_arthritis
AC243829.1,2.5864089378654858,0.0011424533867475,up_in_disease,Juvenile_idiopathic_arthritis
ACSL1,0.7071604050103781,0.0192652537204922,up_in_disease,Juvenile_idiopathic_arthritis
ADAM15,0.8616604088663967,0.0051219992035901,up_in_disease,Juvenile_idiopathic_arthritis
ADAMTS2,1.8376091826047765,0.0356950273828676,up_in_disease,Juvenile_idiopathic_arthritis
ADGRE1,0.6673732276898063,0.0106306674797227,up_in_disease,Juvenile_idiopathic_arthritis
ADM,2.14022998427832,1.2089877802618873e-05,up_in_disease,Juvenile_idiopathic_arthritis
AJAP1,-0.9421172990962288,0.046668197521391,up_in_healthy,Juvenile_idiopathic_arthritis
AJUBA,-0.6213905574164666,0.0063848824586262,up_in_healthy,Juvenile_idiopathic_arthritis
ALPL,2.9587865203512567,0.0007706797010386,up_in_disease,Juvenile_idiopathic_arthritis
AQP10,0.9768111106527836,0.0378332042257725,up_in_disease,Juvenile_idiopathic_arthritis
AQP9,1.2652882029714636,0.0038629434030713,up_in_disease,Juvenile_idiopathic_arthritis
AREG,4.082338393281524,1.412211534443775e-09,up_in_disease,Juvenile_idiopathic_arthritis
ASGR2,0.8916836920607466,0.0084293000683117,up_in_disease,Juvenile_idiopathic_arthritis
ATF3,2.2772094675407804,0.0001279168821411,up_in_disease,Juvenile_idiopathic_arthritis
B3GNT5,0.7713486969149367,0.0219687146588602,up_in_disease,Juvenile_idiopathic_arthritis
B3GNT7,1.0205567653641106,0.011131754182451,up_in_disease,Juvenile_idiopathic_arthritis
BCL2A1,1.7408631975094824,4.243093789198994e-05,up_in_disease,Juvenile_idiopathic_arthritis
BCL3,0.6901962365261046,0.0154757248107509,up_in_disease,Juvenile_idiopathic_arthritis
